iter	RMSE
453	12.10273712
454	12.10245468
455	12.10181091
456	12.10105001
457	12.0997204
458	12.09931555
459	12.09860299
460	12.0974564
461	12.0968133
462	12.09570847
463	12.09474895
464	12.09437916
465	12.09403307
466	12.09340205
467	12.09264886
468	12.09217988
469	12.09121435
470	12.09063904
471	12.08982914
472	12.08890621
473	12.08813376
474	12.08773055
475	12.0873154
476	12.08713482
477	12.08659238
478	12.08620859
479	12.08500445
480	12.08415088
481	12.08375733
482	12.08344234
483	12.08231552
484	12.08187621
485	12.08121431
486	12.08041337
487	12.0800132
488	12.07923529
489	12.07886531
490	12.07804741
491	12.07698722
492	12.0762353
493	12.07564009
494	12.07524328
495	12.07459091
496	12.07407018
497	12.07337577
498	12.07248943
499	12.07232389
500	12.07136513
501	12.0710509
502	12.07074908
503	12.06972645
504	12.06896574
505	12.06879794
506	12.06856619
507	12.0684516
508	12.06778343
509	12.06745733
510	12.06691275
511	12.06652602
512	12.06630547
513	12.06574392
514	12.06505019
515	12.06401949
516	12.0630693
517	12.06262852
518	12.06204951
519	12.0617944
520	12.0616459
521	12.06132635
522	12.06056029
523	12.05989396
524	12.05928922
525	12.05858725
526	12.05798927
527	12.05763927
528	12.05723384
529	12.05688832
530	12.05658
531	12.05627173
532	12.05599153
533	12.05569182
534	12.05484925
535	12.05466047
536	12.05423781
537	12.05396831
538	12.05364807
539	12.0533556
540	12.05270683
541	12.05229813
542	12.05188249
543	12.05124784
544	12.05102151
545	12.05053353
546	12.04968636
547	12.0488996
548	12.04863159
549	12.04789187
550	12.04704611
551	12.04649115
552	12.04615505
553	12.0457262
554	12.04554893
555	12.04502426
556	12.04427171
557	12.04365352
558	12.04322666
559	12.0430923
560	12.04249414
561	12.04236757
562	12.04217654
563	12.04192327
564	12.04180019
565	12.04145272
566	12.04104868
567	12.04072859
568	12.04008301
569	12.03944501
570	12.0390685
571	12.0385096
572	12.03814791
573	12.03784763
574	12.03732674
575	12.03720091
576	12.03697108
577	12.03669033
578	12.03634149
579	12.036058
580	12.03586003
581	12.0355347
582	12.03534005
583	12.03525794
584	12.03501579
585	12.03472073
586	12.03434283
587	12.03368523
588	12.03315185
589	12.03287451
590	12.0326096
591	12.03234696
592	12.03221441
593	12.03197705
594	12.03148409
595	12.03130493
596	12.03086366
597	12.03045271
598	12.03034198
599	12.03017327
600	12.03001386
601	12.0293443
602	12.02921731
603	12.0288173
604	12.02841118
605	12.02814284
606	12.02786299
607	12.02738619
608	12.02723607
609	12.02705975
610	12.02672504
611	12.02651435
612	12.02632512
613	12.02617755
614	12.02597379
615	12.02564149
616	12.02551238
617	12.02504842
618	12.0244739
619	12.02424516
620	12.02367497
621	12.02338579
622	12.02309753
623	12.02299656
624	12.02254775
625	12.02244763
626	12.0222412
627	12.02188716
628	12.02154446
629	12.02131518
630	12.0208352
631	12.02056423
632	12.02034449
633	12.01995665
634	12.01950739
635	12.01942072
636	12.01890061
637	12.0186088
638	12.01821468
639	12.01804226
640	12.01787442
641	12.0177247
642	12.01753823
643	12.01727859
644	12.01671699
645	12.01619731
646	12.01605096
647	12.01578175
648	12.01559289
649	12.01541434
650	12.01520528
651	12.01501303
652	12.014715
653	12.01448102
654	12.01429768
655	12.01413406
656	12.01400623
657	12.0135803
658	12.01345766
659	12.01325719
660	12.01305516
661	12.01272129
662	12.01243265
663	12.0119809
664	12.01163801
665	12.01154301
666	12.01127726
667	12.01112224
668	12.0107989
669	12.01043597
670	12.01031249
671	12.01013716
672	12.00995392
673	12.00980441
674	12.00941713
675	12.00923254
676	12.00888554
677	12.00874479
678	12.00821724
679	12.00812384
680	12.00797695
681	12.00752739
682	12.00744779
683	12.00724836
684	12.00693037
685	12.00659682
686	12.00638113
687	12.0059385
688	12.00574482
689	12.00567121
690	12.00530628
691	12.00525644
692	12.00483933
693	12.00460173
694	12.00429064
695	12.00421032
696	12.00408674
697	12.0038666
698	12.00368433
699	12.00348755
700	12.00310895
701	12.00285986
702	12.00271057
703	12.00244524
704	12.00222457
705	12.00201398
706	12.00190982
707	12.0018353
708	12.00156223
709	12.00129441
710	12.00109393
711	12.00083724
712	12.00061225
713	12.00047361
714	12.00011364
715	11.99989987
716	11.99978551
717	11.99961997
718	11.99951357
719	11.99941553
720	11.99924376
721	11.99914084
722	11.99903635
723	11.99883654
724	11.99880116
725	11.99866415
726	11.99841644
727	11.99824607
728	11.99808528
729	11.99782262
730	11.99762522
731	11.99728834
732	11.99715592
733	11.99704203
734	11.99681254
735	11.99657303
736	11.99643733
737	11.99611517
738	11.99583313
739	11.9955307
740	11.99493446
741	11.99460898
742	11.99435038
743	11.99423088
744	11.99413711
745	11.99387338
746	11.99377974
747	11.99358361
748	11.99302667
749	11.9927859
750	11.99242868
751	11.99226554
752	11.9921614
753	11.99204364
754	11.99189407
755	11.99160359
756	11.99151738
757	11.99135931
758	11.99121836
759	11.99111897
760	11.9910256
761	11.99076112
762	11.99056951
763	11.99035106
764	11.99017933
765	11.9900559
766	11.98956346
767	11.98946184
768	11.98927868
769	11.98909548
770	11.98889069
771	11.98860481
772	11.98851836
773	11.98827861
774	11.98811518
775	11.98795182
776	11.98769952
777	11.98766086
778	11.98756624
779	11.98747215
780	11.98736936
781	11.98716102
782	11.98709814
783	11.98690159
784	11.98681236
785	11.98657209
786	11.98614119
787	11.98594847
788	11.98590123
789	11.98581515
790	11.98565774
791	11.98557546
792	11.98546916
793	11.98535017
794	11.98523547
795	11.98501195
796	11.98493495
797	11.98468424
798	11.98449676
799	11.98422451
800	11.98413149
801	11.98406503
802	11.98397143
803	11.98375689
804	11.98370313
805	11.98361697
806	11.98355368
807	11.98345439
808	11.98337775
809	11.98317133
810	11.98291783
811	11.98279291
812	11.98257971
813	11.98250756
814	11.98240355
815	11.98218344
816	11.98204216
817	11.98196078
818	11.98184797
819	11.98160282
820	11.98140058
821	11.98102787
822	11.98085711
823	11.98077247
824	11.98055577
825	11.98050969
826	11.98042299
827	11.98029834
828	11.98026183
829	11.98017223
830	11.98004527
831	11.97995017
832	11.97990363
833	11.97964524
834	11.9794532
835	11.9794049
836	11.97930703
837	11.9791923
838	11.97900616
839	11.97890284
840	11.97884365
841	11.97878615
842	11.97865932
843	11.97858101
844	11.97853248
845	11.97835272
846	11.97819541
847	11.97815905
848	11.97801364
849	11.97786625
850	11.97769341
851	11.9776287
852	11.97749831
853	11.97744504
854	11.97739572
855	11.97730924
856	11.97728341
857	11.97705952
858	11.97693894
859	11.97676588
860	11.97659804
861	11.97653445
862	11.97642841
863	11.9762926
864	11.97624962
865	11.97620318
866	11.9760481
867	11.97595838
868	11.97587695
869	11.97583912
870	11.97567699
871	11.97561465
872	11.97550743
873	11.9754264
874	11.97529471
875	11.97518269
876	11.97508849
877	11.97486509
878	11.97470142
879	11.9746095
880	11.97451324
881	11.97445455
882	11.97438303
883	11.97427582
884	11.97422123
885	11.9741044
886	11.97399481
887	11.97376259
888	11.97372482
889	11.97361927
890	11.97356453
891	11.97333996
892	11.97331111
893	11.97312514
894	11.9730467
895	11.97294482
896	11.97280503
897	11.97263154
898	11.97259722
899	11.97252216
900	11.97247788
901	11.97235871
902	11.97230079
903	11.97227736
904	11.97215717
905	11.97196122
906	11.97186741
907	11.97182315
908	11.97164437
909	11.97158665
910	11.97152665
911	11.97147836
912	11.97142767
913	11.9712329
914	11.97119839
915	11.9710861
916	11.97093391
917	11.97084729
918	11.97069387
919	11.97050927
920	11.97038065
921	11.97027485
922	11.97009622
923	11.97003544
924	11.9698877
925	11.9698304
926	11.96978431
927	11.96966532
928	11.9696214
929	11.96953396
930	11.96939685
931	11.96922935
932	11.96919171
933	11.96900182
934	11.96891844
935	11.96884404
936	11.96872299
937	11.96861288
938	11.96856343
939	11.96847448
940	11.96843693
941	11.9683076
942	11.96817139
943	11.96810885
944	11.96807717
945	11.96792499
946	11.96781151
947	11.96774933
948	11.96752044
949	11.9674367
950	11.96734657
951	11.96727313
952	11.9670548
953	11.96698722
954	11.96691377
955	11.96679925
956	11.96672594
957	11.96664313
958	11.96659256
959	11.96650648
960	11.96646715
961	11.96633861
962	11.96626563
963	11.9661141
964	11.966067
965	11.96603325
966	11.96591742
967	11.96582395
968	11.96574348
969	11.96566511
970	11.96559717
971	11.96548797
972	11.96542615
973	11.96540504
974	11.96530548
975	11.96528053
976	11.96526185
977	11.96514537
978	11.96495287
979	11.9648866
980	11.96481173
981	11.96473697
982	11.96460014
983	11.96447253
984	11.96438815
985	11.96433825
986	11.96426174
987	11.96419155
988	11.96411112
989	11.96406907
990	11.96405121
991	11.96391811
992	11.9638155
993	11.96379083
994	11.96373169
995	11.96366266
996	11.96362568
997	11.96350526
998	11.96339392
999	11.96336202
